state,time,x1,x2,amoc_strength
on,64.0,0.8100750510952253,0.10607546252784061,14.983821211375869
on,65.0,0.8116040403706748,0.10080504231332554,15.437642819974116
on,66.0,0.8124867204533288,0.09835529920218278,15.627724479063664
on,67.0,0.8154485754595413,0.09599803977998533,15.766354702853397
on,68.0,0.8177199262659087,0.09475188997517847,15.805668677744071
on,69.0,0.8191235848309262,0.09125671619174369,16.32167091137287
on,70.0,0.819855711906591,0.08670900049617813,15.418634207170669
on,71.0,0.8205665905936144,0.08096739256318841,14.62252987929049
on,72.0,0.8204850537948687,0.07783326671032853,16.323625222741505
on,73.0,0.8225690002847443,0.07779150310483374,15.451046777608465
on,74.0,0.8236678653818501,0.07854753157270267,15.534288557473129
on,75.0,0.8221883336496276,0.08073645277367092,14.314932280161308
on,76.0,0.8249726117794651,0.07820465987742153,15.16951032361954
on,77.0,0.828139034769741,0.07574049768624747,14.51938688392448
on,78.0,0.8281731714838543,0.074041773919447,13.736040112736465
on,79.0,0.8302410084272651,0.0732013252833994,14.395026664098117
on,80.0,0.833216871909606,0.07177711013473953,14.829871913825553
on,81.0,0.8319293076057477,0.07621131548967952,15.14074133504025
on,82.0,0.8301128209005313,0.08416984027455499,15.71658352396499
on,83.0,0.83189893184543,0.089870939463772,15.481449834406082
on,84.0,0.8278806824103597,0.09614014816519756,15.286455756033595
on,85.0,0.8216623327346895,0.10271999081142269,15.745397261981028
on,86.0,0.8219996328336308,0.10253919696264546,15.361158926003005
on,87.0,0.8194218093977454,0.10390294302104763,15.49782599787319
on,88.0,0.8137184342957724,0.1093647001378315,15.332731448039821
on,89.0,0.8155837247557898,0.10627012042962036,15.370823238768303
on,90.0,0.8142086328756051,0.10489630114803106,14.73880552388082
on,91.0,0.8160041464487549,0.10083051043822167,14.931153845139427
on,92.0,0.8161989022242793,0.09671930964339737,14.751119114749716
on,93.0,0.8169009541593582,0.09339748586819496,14.98815968971882
on,94.0,0.8193339901088379,0.09124963095614902,16.05301911962059
on,95.0,0.8211898261777435,0.088264227460229,15.991800109232344
on,96.0,0.8215708236089796,0.08784800361443246,15.952619939615978
on,97.0,0.8227389971723937,0.08846591094989975,15.72610560642478
on,98.0,0.8232352790306905,0.08796242454952363,14.989266341435432
on,99.0,0.8216088247312143,0.08796905369523955,15.883306422203361
on,100.0,0.816943341135314,0.0906829991813467,15.356081558214619
on,101.0,0.8181952972708402,0.0917652165586702,15.42538413530851
on,102.0,0.8183309747005438,0.0918575065145717,15.346683666453128
on,103.0,0.8159752493205801,0.0916572889110796,15.20667628859022
on,104.0,0.8186048001762174,0.08703407951640685,15.305071771869855
on,105.0,0.8209783750303998,0.08401462177311458,14.588647702405542
on,106.0,0.8233629747375062,0.08298813733642874,14.356877901657732
on,107.0,0.8230186044416072,0.08556281227404128,15.020083033727744
on,108.0,0.8228777448101425,0.08775122838076754,15.127714682216178
on,109.0,0.8265345094605081,0.08318035247584987,14.00521853050531
on,110.0,0.8297172755850895,0.08026984396574477,15.48331146122283
on,111.0,0.8279641748289919,0.08274143248196708,16.073603346802457
on,112.0,0.8279320088743845,0.08499698177827497,16.602909396659623
on,113.0,0.8316669691490901,0.08377775253586606,16.176543733436954
on,114.0,0.8340440538664353,0.08284122048051756,15.356946342229612
on,115.0,0.8316083961559215,0.08723950596381513,15.34396789771148
on,116.0,0.8307444877169559,0.08940652793484105,15.640699653380118
on,117.0,0.8288822718113167,0.09272885648756812,16.480259728972772
on,118.0,0.8282961902891159,0.09467291479887052,16.075435799932567
on,119.0,0.8287463254050564,0.09499185426112433,15.707587208848617
on,120.0,0.8266693734663235,0.09573027481062724,15.51886394412783
on,121.0,0.8263419211965157,0.09525350381455411,15.658159408436223
on,122.0,0.8243136860318998,0.09727042843633171,15.561302441429033
on,123.0,0.8220405132401041,0.09771122989903347,15.029488627092285
on,124.0,0.8187289914521614,0.1009779649724436,15.45176072251763
on,125.0,0.8200208752544853,0.10098108690746699,15.279217049945444
on,126.0,0.82033458983976,0.10122833600139813,15.253348922411076
on,127.0,0.8189131624631898,0.10337461907893442,15.6437150837098
on,128.0,0.8187610313959297,0.10349261983756719,15.813649688075191
on,129.0,0.8190900500206766,0.0992813191947377,14.991470719101592
on,130.0,0.8184720717769522,0.09742442972933674,15.815315623103356
on,131.0,0.8189835584668685,0.09415596402117643,16.068715880214487
on,132.0,0.8207573749482009,0.09064486181686249,14.963710385678404
on,133.0,0.8242211380154387,0.08523255526401385,15.230459385730434
on,134.0,0.8274279827875404,0.07704538664579275,15.5535715525428
on,135.0,0.8281982782248107,0.0729450373513032,15.158808694369306
on,136.0,0.8262167424547968,0.07408546224166912,15.650005869566161
on,137.0,0.8248085407877852,0.07610816155906974,16.491803805696225
on,138.0,0.8258423838193991,0.07382951552613548,16.717228745192763
on,139.0,0.8268588804962391,0.07126201246259711,15.892792932706318
on,140.0,0.8265516792888832,0.07133864419631664,16.45495191326044
on,141.0,0.8282600313366473,0.07007820921810293,16.492967895020698
on,142.0,0.8306926954119547,0.06738038506267685,17.169059807841847
on,143.0,0.835267572380225,0.06425299721009736,15.853880738768863
on,144.0,0.8391531796638247,0.05845598620302184,15.181388326755169
on,145.0,0.8423178279412156,0.0538321663165533,15.10953620139096
on,146.0,0.8397654105874963,0.05523016633248545,15.051181659097495
on,147.0,0.8386518467889701,0.058198423752131134,15.749416009889178
on,148.0,0.8387866194517315,0.06114425094719422,15.376895521465219
on,149.0,0.8389978833015164,0.06220530136708646,15.1724473736204
on,150.0,0.8380787647664363,0.0636583503202317,15.845308296784978
on,151.0,0.8362399599769716,0.06546602278532987,15.61227657326221
on,152.0,0.8349958241821369,0.06488548456869125,15.36801308522153
on,153.0,0.832995139185023,0.06758183335426082,15.167991553119322
on,154.0,0.8315061520009124,0.06800801455085548,15.627791664237233
on,155.0,0.8339294155397781,0.06624223160499554,14.843519251404498
on,156.0,0.834982257224496,0.06528086013916123,14.799772767338265
on,157.0,0.8341372066342387,0.06759301511224436,14.519286844366205
on,158.0,0.8341243729238101,0.06765494617668821,14.936302132655676
on,159.0,0.8347607687549754,0.06573071074347325,15.043010852106923
on,160.0,0.8346539970523921,0.06510878450509239,15.721896391422309
on,161.0,0.8359739241358426,0.06459942172754296,15.652141806225242
on,162.0,0.836496879594236,0.06319104249411112,14.46499923112071
on,163.0,0.8367395689378796,0.06280078710426551,15.379640275722476
on,164.0,0.8367351452897651,0.061739851981435834,14.495931744272422
on,165.0,0.8390575730651477,0.061007831274807245,14.941828779064057
on,166.0,0.8424406870173016,0.059851834958507766,14.811289382031838
on,167.0,0.842875088111029,0.06255427968700644,15.005249716564595
on,168.0,0.8414951596250049,0.06502882685206401,15.648125824932627
on,169.0,0.8443064306183032,0.06188718328302656,15.156199359130213
on,170.0,0.8449476353980003,0.06136504011396937,14.728824249364218
on,171.0,0.8477556527227605,0.05927119188054775,14.194041744253008
on,172.0,0.8521797847390786,0.05567298963971723,14.22497212907415
on,173.0,0.8592868188481759,0.04751260020333348,13.833160782045692
on,174.0,0.8638635125687344,0.03982104336579084,13.468991348310368
on,175.0,0.8685016606153226,0.036334624114992664,13.912882217337184
on,176.0,0.8705773050547734,0.03625625002854349,14.375522954968641
on,177.0,0.8691558374142403,0.04091644689793128,14.209859828439434
on,178.0,0.869333480735456,0.044557310467077116,14.73669161360533
on,179.0,0.8703929735171059,0.04898979874680265,13.727555345253203
on,180.0,0.8719356229572313,0.053309297064714656,13.890608440775576
on,181.0,0.8717660623240633,0.058626643445037985,13.954291597920252
on,182.0,0.8712481269793955,0.0630991167068018,14.118471293074153
on,183.0,0.8693110528400396,0.06904269209361757,14.592103422393343
on,184.0,0.8666024206672844,0.07516385071565423,15.018527044446426
on,185.0,0.8654461052176927,0.08066714792476404,14.11068157308743
on,186.0,0.8633404763861705,0.08809612017878976,13.845497984556765
on,187.0,0.8623619611426889,0.09105190078832237,13.875163955431791
on,188.0,0.8574674870544925,0.09758774070270704,13.219347058752279
on,189.0,0.8528312260744784,0.104186331281241,13.883292410627606
on,190.0,0.8504737896734298,0.10978727144378553,13.667847238985676
on,191.0,0.8500929528066905,0.11271398751505046,13.805477092829873
on,192.0,0.846973735263397,0.11614822929352187,14.395812932243103
on,193.0,0.8439791201641427,0.11988711983551781,14.74354337057172
on,194.0,0.8436374502083765,0.12037949357397792,14.45783375860014
on,195.0,0.842235272692001,0.11712768097930848,15.482313036242253
on,196.0,0.8391005259429818,0.11568233745612133,18.045158907174823
on,197.0,0.8388021659326981,0.1138238081803351,16.103567739302903
on,198.0,0.8380023359743731,0.11203553885316353,15.039869708257818
on,199.0,0.8377570257266811,0.11044064989307856,15.900494478175538
on,200.0,0.8380566593783527,0.10772136980797598,15.577328126017624
on,201.0,0.8381876303937474,0.10882901935645606,15.0517106470808
on,202.0,0.8401829215530512,0.1070398352781865,15.244596802588791
on,203.0,0.8419512010812511,0.10369700973695473,15.307675224706996
on,204.0,0.8463650125583229,0.09648664023747244,14.579964699199085
on,205.0,0.8473231209068643,0.09140975771594384,14.909209818841077
on,206.0,0.8469745561672681,0.08677093977257044,15.720564614452861
on,207.0,0.8479918513173601,0.08271110741904408,15.566882607718165
on,208.0,0.8527846066781919,0.07609946960393188,14.935883471035968
on,209.0,0.8587651674286505,0.07091814326214774,14.766124614078933
on,210.0,0.8579419371147594,0.07112671104453483,14.798658856968313
on,211.0,0.8615420212440839,0.06798128131296721,14.851622353820309
on,212.0,0.8569630396358292,0.07222072270335644,14.236166179499506
on,213.0,0.8563229818867484,0.07216476249126913,14.407591629381592
on,214.0,0.8557172929840817,0.07233303226394128,14.078312427322864
on,215.0,0.8539706527422055,0.07234307749476443,14.444071758446107
on,216.0,0.8526445516311156,0.07171745028308152,14.535719875925324
on,217.0,0.850986072081632,0.0719942096760775,15.82338309310811
on,218.0,0.8504409073944643,0.07595240433217043,16.019500307762506
on,219.0,0.8501517737335433,0.07875627241028837,14.964305233411782
on,220.0,0.8493147575607338,0.08003566902601733,15.05834111472463
on,221.0,0.848365998689431,0.08064423610271376,14.861936942089342
on,222.0,0.8473584698162568,0.08117230122930863,14.651364407404827
on,223.0,0.8453105415988773,0.08234161258257444,14.567575963544726
on,224.0,0.8437634175736264,0.0839188341873296,14.845041698204563
on,225.0,0.8438269008859933,0.08525018960778397,15.321932429153101
on,226.0,0.8437317452185482,0.08646032692649896,14.58419722309145
on,227.0,0.8421243542010757,0.08645760920368417,14.247041044886263
on,228.0,0.84047837192891,0.08858780316818837,14.431250207323401
on,229.0,0.8379267297071777,0.08955092867588377,14.578783811649501
on,230.0,0.83817784491238,0.08829954943882257,14.993486216815565
on,231.0,0.8394684012952993,0.08681501331449937,14.18211422924286
on,232.0,0.8389045431063664,0.08764710373458229,15.577688913923218
on,233.0,0.8414211219817176,0.08462009534549964,15.367765400268947
on,234.0,0.843338363830803,0.08324087403519798,14.90050248906055
on,235.0,0.8421021369303645,0.08181533698599708,14.717569251879514
on,236.0,0.840696697888994,0.08164349532529513,15.358254515680134
on,237.0,0.8415126146215997,0.07923887057877721,14.799293832211529
on,238.0,0.8451471339378003,0.07327065682162015,15.52057482881072
on,239.0,0.8484945529897772,0.06839240752717046,14.882947170665
on,240.0,0.8512481245177881,0.06524287706067611,14.957968798801701
on,241.0,0.855101678140322,0.058427489540910926,14.970732348101226
on,242.0,0.8543452535612559,0.05652555894726419,14.176543502227183
on,243.0,0.8522950567927552,0.05722844662648896,14.895066100803312
on,244.0,0.8488020361804303,0.06022922552748611,15.081128364516118
on,245.0,0.8465502588495042,0.06618804322975791,15.641061288803494
on,246.0,0.8435924894589775,0.07338189589009403,16.211514656911103
on,247.0,0.8454807485303419,0.07219074809525239,15.332213463008525
on,248.0,0.8461598378984689,0.07171648166466582,15.39736027523897
on,249.0,0.844228537159033,0.07253177348350448,15.134363834565551
on,250.0,0.8410526664438791,0.0715827109036482,15.201592869199926
on,251.0,0.842652700822839,0.06930120683443874,14.589502971296778
on,252.0,0.8469265684687315,0.0661012421781706,14.74970065922767
on,253.0,0.848896084396479,0.06350581181870041,14.38207100247152
on,254.0,0.8478126997668269,0.06489575145310766,14.079324996071893
on,255.0,0.8458934405763898,0.06751392542872026,14.631679409178634
on,256.0,0.846727637747442,0.06837505536537236,14.45134841467722
on,257.0,0.8504892950466498,0.06323146850959915,13.882568501662274
on,258.0,0.846256186621325,0.06569953423718289,13.319237373718492
on,259.0,0.8460007919114432,0.06476130101040667,14.791966348259152
on,260.0,0.8462063822644836,0.06358570476164971,13.727554615231599
on,261.0,0.8450283452759564,0.06415901778319011,14.018708376108997
on,262.0,0.8418367399864479,0.06499808454133671,14.50076001582979
on,263.0,0.8403157374273533,0.06820797181095628,15.713440907626754
on,264.0,0.8428897528643446,0.06813586208829037,15.358900772991523
on,265.0,0.8420128031040335,0.06795885550240399,15.737190274117637
on,266.0,0.8440487307719948,0.06624727396583552,15.114658624305104
on,267.0,0.8452719941180931,0.0631063040477855,15.321681418325468
on,268.0,0.8446837052440941,0.06229413966642028,15.005625928778766
on,269.0,0.8434774828846159,0.06406335199978486,14.899028505055586
on,270.0,0.8453105950934514,0.06417449145639864,14.98601003571008
on,271.0,0.8473614990348679,0.060180696286984414,14.483864873995149
on,272.0,0.8498596480684739,0.05622954904151811,14.816420673940474
on,273.0,0.8540819355273825,0.04965813354337456,14.81965674230285
on,274.0,0.854503976026038,0.050529886684898884,14.210696370205858
on,275.0,0.8550370858485721,0.05060495966855427,13.708995727384439
on,276.0,0.8571802877976253,0.04782552203658241,13.173374826974012
on,277.0,0.8579770039114862,0.0467158829643779,14.030697248432821
on,278.0,0.86240275954966,0.044007267950739504,14.295065945729263
on,279.0,0.8673776151051413,0.042100914945692125,13.739189116306243
on,280.0,0.8702186701620604,0.044670636367534655,13.988635049311567
on,281.0,0.8754601092770855,0.042511126936453536,14.44703466841587
on,282.0,0.8795203382092822,0.04011108709003963,13.778485378418608
on,283.0,0.8806142216292088,0.04294229050430687,13.836611174665391
on,284.0,0.8802155720509859,0.04922139187262076,14.169379801452768
on,285.0,0.8765363125403169,0.06046771927429262,15.45194363861508
on,286.0,0.8762569444681745,0.06712401634273135,14.709671360572571
on,287.0,0.8772970051107265,0.06698473410553163,14.526649406293805
on,288.0,0.8722437795315514,0.0747104486471386,14.0632340480241
on,289.0,0.8706167337658641,0.07587499391106434,13.79100197832101
on,290.0,0.8686331341112847,0.07955282159095134,14.009301480402076
on,291.0,0.8672169682388855,0.08274044846327655,14.321837269504446
on,292.0,0.8669617563554795,0.08482152630953976,14.594727880303463
on,293.0,0.8655575831661295,0.08828669880745821,14.148879572894007
on,294.0,0.8638953889756138,0.09127818211854333,14.05174579578455
on,295.0,0.8609318515051498,0.09264718601775002,14.539712608717089
on,296.0,0.8630796018928777,0.09355481187139247,14.640704516239808
on,297.0,0.8616171367244263,0.09645447500691517,14.300476522009108
on,298.0,0.8612014260229515,0.09670399018173015,13.539112878433695
on,299.0,0.8585362909758771,0.0967460776883513,14.470601540743516
on,300.0,0.8583036340801371,0.09630961477546407,14.281192960319682
on,301.0,0.8574258791526361,0.09625455099715197,14.602942030182202
on,302.0,0.8605951018009463,0.09260503635297113,14.521797641597866
on,303.0,0.8587420632012055,0.0942298816202296,14.240454179915325
on,304.0,0.8617643925283573,0.09014301753867926,14.354236044904482
on,305.0,0.8627544727941867,0.0882317363697851,13.870666193192818
on,306.0,0.8637901547146498,0.08751326298966688,14.111813174182142
on,307.0,0.8696682782648324,0.08311558094107596,14.798484272623202
on,308.0,0.8733622433928048,0.08222515801433872,14.190454953647812
on,309.0,0.8737578182460197,0.08522782198593859,14.522329130682849
on,310.0,0.872665030914348,0.09127262218477483,14.913256366282196
on,311.0,0.8696275824482456,0.09803098726667514,14.402106625442183
on,312.0,0.8674294629925186,0.10365522815791905,14.7893799179949
on,313.0,0.8653713043252509,0.10788836814769098,14.519382587165012
on,314.0,0.8625549517192113,0.11011461186214433,13.98612193529525
on,315.0,0.8578031539040154,0.11270192485390851,14.426731083514461
on,316.0,0.8526783534497255,0.11646818869382258,14.445573909873106
on,317.0,0.8519760857640435,0.11647643384019091,14.29394478985541
on,318.0,0.8487691678134865,0.11936712282911088,13.008044671597101
on,319.0,0.8512942705725948,0.11650197608719992,14.113681157185098
on,320.0,0.8521077966665302,0.11526312001306849,13.856139715980682
on,321.0,0.8522904561488787,0.11569094248159217,14.64635326738714
on,322.0,0.8519906872846548,0.11713861756452104,14.963387179208398
on,323.0,0.8553279136703011,0.11337168836114131,14.988862921036285
on,324.0,0.8534612036097826,0.11543564396802708,14.316808237903741
on,325.0,0.8551989113904597,0.11305157938873123,14.714509262750903
on,326.0,0.8568466099952943,0.10916583318476114,14.445499337325838
on,327.0,0.85753108229612,0.10525366171462736,14.207535598166182
on,328.0,0.8577499191844069,0.10200910087857551,14.339200657880394
on,329.0,0.8548444912106063,0.10428235939928499,14.244186523584283
on,330.0,0.8537829030329647,0.10457328397519206,14.922905185725067
on,331.0,0.8522321462912643,0.10572179429816941,14.66983486789984
on,332.0,0.8505558600049596,0.10726945669033938,14.820612056064057
on,333.0,0.8478714031320251,0.11182074622731619,15.135495941330166
on,334.0,0.8498188657472383,0.11262186113551564,15.477599902332154
on,335.0,0.8505392885817713,0.11143355406129984,14.95699642597289
on,336.0,0.8499092748188986,0.11197386162079681,15.018349111056391
on,337.0,0.848400067105807,0.11322544093718534,14.874771459818444
on,338.0,0.8469680595753815,0.11377187911741515,14.619348833490953
on,339.0,0.84732792453066,0.1119779119117652,14.081949353178683
on,340.0,0.8427412230438307,0.11620266922853517,14.974004312629145
on,341.0,0.8414673655667713,0.11789515664152361,14.775363941330276
on,342.0,0.8399173595789478,0.11977497535048087,14.003081729804755
on,343.0,0.8377702275445316,0.11917494177775723,14.734698679186828
on,344.0,0.8360611750947271,0.11913237456861481,14.539710016171608
on,345.0,0.8363559682611026,0.11943943086185271,14.869095345762299
on,346.0,0.8349788722182296,0.1195154724370937,15.215366882699694
on,347.0,0.8362722350764145,0.11676200185756613,15.457681011418835
on,348.0,0.8361751303796439,0.11655659935779994,15.01248644773769
on,349.0,0.8335719178913266,0.11845558396174738,14.923538465120968
on,350.0,0.8328963000465492,0.11795356375502308,14.830263465575522
on,351.0,0.8332499028842548,0.11692748805268849,15.072773787502513
on,352.0,0.8303473391174592,0.12181131819805557,15.370770127830024
on,353.0,0.8293062711612436,0.12610760468269433,15.69379245713274
on,354.0,0.8288850110834858,0.12689341374805707,14.814973256561034
on,355.0,0.8270890090795149,0.12530310603496275,15.645299331615277
on,356.0,0.8276765547943725,0.12101835096840574,15.203605881529288
on,357.0,0.8297328466183131,0.1143148433591108,16.319552929527646
on,358.0,0.831350598485308,0.1083941622698461,16.40805908428697
on,359.0,0.8341655668979655,0.10254533075957539,16.98653854700704
on,360.0,0.8325893884316002,0.1018197447077398,16.02961130291005
on,361.0,0.8323542336271004,0.1015763613712366,16.07482771346269
on,362.0,0.8294356869331807,0.10347121339752618,16.288555926278928
on,363.0,0.8303574502411237,0.1034406969229309,15.927197074867877
on,364.0,0.8301948146775189,0.10311741156630205,16.132539802442828
on,365.0,0.8281926424067478,0.10664481264844028,16.169222364544023
on,366.0,0.8288093009130932,0.10549293811759242,15.784562430479268
on,367.0,0.8281243562410907,0.10447040146522824,15.675141039502858
on,368.0,0.8233321568184877,0.1059526956244099,16.989364483466044
on,369.0,0.8227226867999704,0.10426455086849984,17.126175178421327
on,370.0,0.8249298474013642,0.10180982857045251,15.85521558885921
on,371.0,0.8281386387503034,0.09617664501730161,15.580378561820748
on,372.0,0.8261344661276837,0.09547619395300444,14.779785075995314
on,373.0,0.8272843108623746,0.09249610076356163,15.0178727252793
on,374.0,0.8269654831625459,0.09131978519156547,14.906805482373123
on,375.0,0.8265554507229496,0.09246092881380008,15.323043362720417
on,376.0,0.8236679460204215,0.09514026231280326,14.829466831894656
on,377.0,0.8222266400813325,0.09660883002364784,15.199946109932586
on,378.0,0.8246091148913237,0.09615879528222138,15.589150691452016
on,379.0,0.8242907284910785,0.09807459114006889,15.419954157150558
on,380.0,0.8235471455366437,0.09745880230565973,15.689499558104355
on,381.0,0.8226453070153994,0.09924442894018881,14.858929055765621
on,382.0,0.8215932571907345,0.10092895018824777,15.183666028597965
on,383.0,0.8215485044976063,0.10127899500924542,16.63415032012901
on,384.0,0.8242893892432406,0.09818085819672007,15.550284551755956
on,385.0,0.8223018031238283,0.09969139306819841,16.281935851534453
on,386.0,0.8226031604859401,0.09955468016679703,15.047223210923349
on,387.0,0.8210482888425759,0.100428458806185,16.310686052365632
on,388.0,0.8176229597440852,0.10471655926695433,16.457381810824174
on,389.0,0.8169761618507891,0.10636484947320213,15.041262124998607
on,390.0,0.8146675669751744,0.10695357275742623,15.542968622829182
on,391.0,0.8119045153657467,0.10718255721932479,16.071438054069546
on,392.0,0.8137382281387175,0.10556230324509386,15.778064653927682
on,393.0,0.8149119306931212,0.10564050737117725,15.163726076700783
on,394.0,0.8149744444474649,0.1073477484740124,14.978951545394148
on,395.0,0.8115210531931965,0.10965595379109772,16.884372259368213
on,396.0,0.814182168971854,0.10552841148518155,15.87184309074765
on,397.0,0.8120123381208444,0.10762425772460915,16.332942934164514
on,398.0,0.814041862818307,0.10504817453031734,15.79000688528468
on,399.0,0.8137015301437316,0.10498000604171409,14.958842937855774
on,400.0,0.813092396425624,0.10478181450213242,15.63335549550413
on,401.0,0.8163241054990706,0.10076526786338036,15.585884284918865
on,402.0,0.8174118944511406,0.09772330423394493,15.920442026762483
on,403.0,0.8188176750401368,0.09252308857450231,17.27309727091622
on,404.0,0.8218206750278512,0.08816012372507487,17.195447879435363
on,405.0,0.8258980831839722,0.08265181639200847,17.013898353785894
on,406.0,0.8307138690597355,0.0740526697967141,16.765721113903982
on,407.0,0.8321647028119159,0.07096934828740586,16.835823105784257
on,408.0,0.8322705133277779,0.06496982725871447,16.499683442219634
on,409.0,0.8352432207428464,0.05808044674701307,15.568167529730813
on,410.0,0.8360191604428238,0.054808367038219785,15.323768446589664
on,411.0,0.8359840853945926,0.05191798378638168,16.20433310427849
on,412.0,0.8369076456777407,0.051468459403032796,15.867903915857895
on,413.0,0.8387926908402505,0.05203786970102442,16.096758969003403
on,414.0,0.8412842647706213,0.05231909647556421,14.795155040439882
on,415.0,0.839320761985384,0.06063402538587326,15.329572511818212
on,416.0,0.838639305525632,0.06509692150816448,14.547291909736913
on,417.0,0.8405174637094674,0.06466813454113662,14.430679164070828
on,418.0,0.8398679339247508,0.06536182834476278,14.346859354291166
on,419.0,0.8417727617650428,0.06352906996399099,14.087334195058256
on,420.0,0.8420840817183901,0.061239584063699226,14.68566220393011
on,421.0,0.8396082626626864,0.06259779445301916,13.974367635798977
on,422.0,0.837968533739577,0.06493278794749102,13.960774974487046
on,423.0,0.8376755004202607,0.06543684947125428,14.784478794914799
on,424.0,0.8410425825287007,0.06478388336445562,15.0578388886967
on,425.0,0.8399263660162433,0.06521691579641953,14.987416987540133
on,426.0,0.8395308905956469,0.06685668588266935,14.905387318406051
on,427.0,0.8424249651566385,0.06415854055456549,15.082472499302607
on,428.0,0.8444729319252744,0.0626434505413016,14.795934117738112
on,429.0,0.8431226267274425,0.06537046562428372,14.65829164266005
on,430.0,0.8392277408985649,0.07165747146646595,14.649448048867734
on,431.0,0.8388717020809153,0.0777780459935471,15.134596969298608
on,432.0,0.8436078369780944,0.07764170233167533,14.461406247662937
on,433.0,0.8478522841799929,0.07383288129528864,13.574524501452515
on,434.0,0.8467319520290673,0.07390840122996423,14.466743128666351
on,435.0,0.8453404765537584,0.07112419538233183,14.693981288730473
on,436.0,0.8447242558157271,0.06824275350560072,15.796660431779575
on,437.0,0.8442189624896699,0.06728535749063269,15.380591107217422
on,438.0,0.8427174990806847,0.0678679739430521,15.033922662638817
